,date_sold,property_type,lot_area_value,address,variable_data,variale_data_2,zestimate,img_src,price,bedrooms,contingent_listing_type,longitude,latitude,listing_status,zpid,rent_zestimate,days_on_zillow,bathrooms,living_area,country,currency,lot_area_unit,has_image
10,1682665200000,SINGLE_FAMILY,0.36,"1604 Frog Hollow Way, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,466300.0,https://photos.zillowstatic.com/fp/1e7e68ed45419e763266ac492d50f3f6-p_e.jpg,467000,5.0,,-78.47714,35.965935,RECENTLY_SOLD,133703720,2495,-1,3.0,2862.0,USA,USD,acres,True
11,1682665200000,SINGLE_FAMILY,8276.4,"821 Traditions Ridge Dr, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,554400.0,https://photos.zillowstatic.com/fp/a5dd271094eea1996a1fea89a106b0bd-p_e.jpg,555000,4.0,,-78.49421,35.984325,RECENTLY_SOLD,215493021,2500,-1,3.0,2735.0,USA,USD,sqft,True
12,1682665200000,SINGLE_FAMILY,0.46,"133 Sam Ct, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,554400.0,https://photos.zillowstatic.com/fp/3e175a74e296cd6c0adfd748cf6100e9-p_e.jpg,784154,4.0,,-78.455795,35.95123,RECENTLY_SOLD,338501724,3270,-1,4.0,3050.0,USA,USD,acres,True
13,1682665200000,SINGLE_FAMILY,6969.6,"1768 Golden Honey Dr, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,452600.0,https://photos.zillowstatic.com/fp/34903c415eead8d5c272cd0a5c134f8d-p_e.jpg,461990,5.0,,-78.455795,35.95123,RECENTLY_SOLD,2061017409,2545,-1,4.0,2881.0,USA,USD,sqft,True
14,1682665200000,SINGLE_FAMILY,7840.8,"1237 Remey Ave, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,536200.0,https://photos.zillowstatic.com/fp/d6a92cea5c3bf27f1a600ab53a05a69c-p_e.jpg,549990,5.0,,-78.455795,35.95123,RECENTLY_SOLD,2061458985,2749,-1,4.0,2912.0,USA,USD,sqft,True
15,1682665200000,SINGLE_FAMILY,0.703,"321 Sparrow Rdg Dr, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,659200.0,https://photos.zillowstatic.com/fp/200f13719e72033ef14168df3392fe5a-p_e.jpg,676145,5.0,,-78.455795,35.95123,RECENTLY_SOLD,2061743817,3009,-1,4.0,3319.0,USA,USD,acres,True
16,1682665200000,SINGLE_FAMILY,1.49,"8616 Bishop Pine Ln, Wake Forest, NC 27587",Sold 04/28/2023,RECENTLY_SOLD,1479500.0,https://photos.zillowstatic.com/fp/a8369435eb76b6d63f702273ff8992e3-p_e.jpg,1480000,4.0,,-78.455795,35.95123,RECENTLY_SOLD,2067456954,6515,-1,6.0,4414.0,USA,USD,acres,True
17,1682578800000,SINGLE_FAMILY,1.04,"3625 Purnell Rd, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,329000.0,https://photos.zillowstatic.com/fp/aefafda588cb5279462874820a175325-p_e.jpg,330000,3.0,,-78.57749,36.016052,RECENTLY_SOLD,6470783,1794,-1,2.0,1187.0,USA,USD,acres,True
18,1682578800000,SINGLE_FAMILY,0.8,"3417 Donner Trl, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,483500.0,https://photos.zillowstatic.com/fp/e3b18833bddfb0648990d2901932b44e-p_e.jpg,485000,4.0,,-78.51401,35.918243,RECENTLY_SOLD,6513444,2294,-1,3.0,2234.0,USA,USD,acres,True
19,1682578800000,SINGLE_FAMILY,10018.8,"229 Yellow Poplar Ave, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,350900.0,https://photos.zillowstatic.com/fp/0df66267e241adea9e01bd3e031c614c-p_e.jpg,352000,3.0,,-78.51185,35.968487,RECENTLY_SOLD,6559948,1898,-1,3.0,1546.0,USA,USD,sqft,True
20,1682578800000,SINGLE_FAMILY,0.7399908173,"350 Rock Spring Rd, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,488600.0,https://photos.zillowstatic.com/fp/d342492a8e97bafac16f7ecac7d50425-p_e.jpg,550000,3.0,,-78.51236,35.986122,RECENTLY_SOLD,67558503,2325,-1,3.0,2532.0,USA,USD,acres,True
21,1682578800000,SINGLE_FAMILY,0.25,"10212 San Remo Pl, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,647000.0,https://photos.zillowstatic.com/fp/46b9135b4680c0d1978372984c414b73-p_e.jpg,649000,4.0,,-78.52979,35.940098,RECENTLY_SOLD,80200420,2828,-1,4.0,3052.0,USA,USD,acres,True
22,1682578800000,SINGLE_FAMILY,0.25,"886 Blue Bird Ln, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,392200.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.96102523803711,-78.53638458251953&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=t38KvXzBY2S0l4VO5DrSif-16Rs=",440000,4.0,,-78.536385,35.961025,RECENTLY_SOLD,215492686,2015,-1,2.0,1405.0,USA,USD,acres,True
23,1682578800000,SINGLE_FAMILY,1.42,"5621 Abbey Grace Ln, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,1206200.0,https://photos.zillowstatic.com/fp/bae3199f31f33b71ea228f6c8fbc2b5a-p_e.jpg,1210000,4.0,,-78.450676,35.950497,RECENTLY_SOLD,248753528,5317,-1,4.0,3002.0,USA,USD,acres,True
24,1682578800000,SINGLE_FAMILY,10018.8,"920 Tryon Palace St, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,498400.0,https://photos.zillowstatic.com/fp/de50b65fbe42a64b906f4cb3ffe7c80d-p_e.jpg,499990,4.0,,-78.4644,35.981544,RECENTLY_SOLD,305124039,2475,-1,3.0,2688.0,USA,USD,sqft,True
25,1682578800000,SINGLE_FAMILY,10018.8,"525 Friendship Chapel Rd, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,374600.0,https://photos.zillowstatic.com/fp/46bff83b8dcfbf3f0b60010008223f80-p_e.jpg,396000,3.0,,-78.500336,35.96446,RECENTLY_SOLD,338501638,1872,-1,2.5,2688.0,USA,USD,sqft,True
26,1682578800000,SINGLE_FAMILY,1.17,"3535 Bruce Garner Rd, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,802700.0,https://photos.zillowstatic.com/fp/b1c40d8cb22a0e0a2750a943c1da2f2e-p_e.jpg,800000,4.0,,-78.500336,35.96446,RECENTLY_SOLD,2059989331,3516,-1,3.0,3218.0,USA,USD,acres,True
27,1682578800000,SINGLE_FAMILY,0.74,"350 N Rock Springs Rd, Wake Forest, NC 27587",Sold 04/27/2023,RECENTLY_SOLD,548700.0,https://photos.zillowstatic.com/fp/07f15829dd6ded9d78e14b6a2579e592-p_e.jpg,550000,3.0,,-78.51236,35.986122,RECENTLY_SOLD,2076026337,2294,-1,3.0,2461.0,USA,USD,acres,True
28,1682492400000,SINGLE_FAMILY,0.9099862259,"2625 Forestville Rd, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,365500.0,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=35.90233612060547,-78.50570678710938&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=PdtGlnp2yb-zbApVWZ1SEteUyk0=",367000,3.0,,-78.50571,35.902336,RECENTLY_SOLD,6471204,2100,-1,2.0,1713.0,USA,USD,acres,True
29,1682492400000,SINGLE_FAMILY,0.35,"2859 Steeple Run Dr, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,388700.0,https://photos.zillowstatic.com/fp/ea91009e47c4c3ecffc11feec14c3eb6-p_e.jpg,390000,3.0,,-78.52846,35.938843,RECENTLY_SOLD,6556963,1849,-1,2.0,1519.0,USA,USD,acres,True
30,1682492400000,SINGLE_FAMILY,0.3,"1108 Colonial Club Rd, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,617900.0,https://photos.zillowstatic.com/fp/514961ec25ea0cfc5790dab366336488-p_e.jpg,620000,4.0,,-78.48995,35.95503,RECENTLY_SOLD,60539842,2495,-1,4.0,2861.0,USA,USD,acres,True
31,1682492400000,SINGLE_FAMILY,8712.0,"1109 Litchborough Way, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,492300.0,https://photos.zillowstatic.com/fp/b65009a0f056d65ba0cd65854d6e2bb6-p_e.jpg,494000,3.0,,-78.47503,35.95031,RECENTLY_SOLD,122282252,2357,-1,3.0,2606.0,USA,USD,sqft,True
32,1682492400000,SINGLE_FAMILY,1.8,"7205 Weller Cir, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,1220000.0,https://photos.zillowstatic.com/fp/ac7665f2bcfe077812caad2532cbbc96-p_e.jpg,1224826,4.0,,-78.59656,35.977345,RECENTLY_SOLD,338497827,4675,-1,6.0,3709.0,USA,USD,acres,True
33,1682492400000,SINGLE_FAMILY,3920.4,"381 Natsam Woods Way, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,403800.0,https://photos.zillowstatic.com/fp/8cb1f6ec2ff354dced01a39b7f5b6332-p_e.jpg,409990,4.0,,-78.59656,35.977345,RECENTLY_SOLD,2061483381,2400,-1,3.0,2543.0,USA,USD,sqft,True
34,1682492400000,SINGLE_FAMILY,4791.6,"345 Jorpaul Dr, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,450300.0,https://photos.zillowstatic.com/fp/e1a48892637956e0dbaf98c6672020a7-p_e.jpg,462040,5.0,,-78.57942,36.05862,RECENTLY_SOLD,2061833615,2550,-1,3.0,2619.0,USA,USD,sqft,True
35,1682492400000,SINGLE_FAMILY,1.8,"1441 Blantons Creek Dr, Wake Forest, NC 27587",Sold 04/26/2023,RECENTLY_SOLD,1114800.0,https://photos.zillowstatic.com/fp/02319943427ea4559bb25fd9ada94231-p_e.jpg,1185000,4.0,,-78.57942,36.05862,RECENTLY_SOLD,2062185600,4941,-1,4.0,3985.0,USA,USD,acres,True
36,1682406000000,SINGLE_FAMILY,0.45,"151 Spring Park Rd, Wake Forest, NC 27587",Sold 04/25/2023,RECENTLY_SOLD,282900.0,https://photos.zillowstatic.com/fp/3bc9e15d72552106a70c9475749e42c6-p_e.jpg,200000,3.0,,-78.52078,35.957104,RECENTLY_SOLD,6409332,1800,-1,2.0,1272.0,USA,USD,acres,True
37,1682406000000,SINGLE_FAMILY,0.62,"5321 Night Heron Dr, Wake Forest, NC 27587",Sold 04/25/2023,RECENTLY_SOLD,516500.0,https://photos.zillowstatic.com/fp/f54c2a625572a5264a7229492872e461-p_e.jpg,518000,4.0,,-78.51841,35.92526,RECENTLY_SOLD,6524204,2495,-1,4.0,2836.0,USA,USD,acres,True
38,1682406000000,SINGLE_FAMILY,1.84,"2104 Blue Haven Ct, Wake Forest, NC 27587",Sold 04/25/2023,RECENTLY_SOLD,1120900.0,https://photos.zillowstatic.com/fp/fea53cc15d3e79f3c4391c7f5c482c82-p_e.jpg,1125000,4.0,,-78.57766,35.97991,RECENTLY_SOLD,133703376,4944,-1,4.0,4238.0,USA,USD,acres,True
39,1682406000000,SINGLE_FAMILY,1.86,"1401 Blantons Creek Dr, Wake Forest, NC 27587",Sold 04/25/2023,RECENTLY_SOLD,1056100.0,https://photos.zillowstatic.com/fp/bff2766ff39d10242cdc13c00cfe9c87-p_e.jpg,1060000,4.0,,-78.601,35.97801,RECENTLY_SOLD,338497960,4658,-1,4.0,3456.0,USA,USD,acres,True
40,1682319600000,SINGLE_FAMILY,0.29,"601 Watch Hill Ln, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,433600.0,https://photos.zillowstatic.com/fp/7fe994f547644b4d190b2f19d626df82-p_e.jpg,435000,3.0,,-78.50715,35.969093,RECENTLY_SOLD,6556995,2009,-1,2.0,1803.0,USA,USD,acres,True
41,1682319600000,SINGLE_FAMILY,1.02,"3582 Claude Ct, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,540400.0,https://photos.zillowstatic.com/fp/af89831384bfae1372e8293a3fcabc7e-p_e.jpg,539999,3.0,,-78.583176,36.090794,RECENTLY_SOLD,243082288,2399,-1,3.0,2495.0,USA,USD,acres,True
42,1682319600000,SINGLE_FAMILY,0.9,"2304 Blue Crab Ct, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,542900.0,https://photos.zillowstatic.com/fp/46105d3926704a69d5cc190ae13d91c6-p_e.jpg,545000,4.0,,-78.56779,36.014965,RECENTLY_SOLD,305118024,2600,-1,3.0,2796.0,USA,USD,acres,True
43,1682319600000,SINGLE_FAMILY,6534.0,"6513 Penfield St, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,627500.0,https://photos.zillowstatic.com/fp/1f323fb2b9c20888bf91c52c8a015557-p_e.jpg,630000,5.0,,-78.50489,35.941715,RECENTLY_SOLD,305120998,3099,-1,4.0,3284.0,USA,USD,sqft,True
44,1682319600000,SINGLE_FAMILY,0.36,"1120 Duke Farm Dr, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,782800.0,https://photos.zillowstatic.com/fp/5e4dbc711549f089e1b35aeaeb5409e2-p_e.jpg,789900,4.0,,-78.45708,35.951454,RECENTLY_SOLD,338501714,3419,-1,4.0,3044.0,USA,USD,acres,True
45,1682319600000,SINGLE_FAMILY,9539.64,"1217 Shadow Shade Dr, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,387900.0,https://photos.zillowstatic.com/fp/dbe9e8dcb79b51b10b5720b936a82384-p_e.jpg,390000,3.0,,-78.45708,35.951454,RECENTLY_SOLD,2058450976,1939,-1,2.0,1565.0,USA,USD,sqft,True
46,1682319600000,SINGLE_FAMILY,8407.08,"1108 Hazelmist Dr, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,402500.0,https://photos.zillowstatic.com/fp/63bc27c6f8234dba0b4a427c73769d30-p_e.jpg,404900,4.0,,-78.45708,35.951454,RECENTLY_SOLD,2058820362,2135,-1,3.0,2029.0,USA,USD,sqft,True
47,1682319600000,SINGLE_FAMILY,7753.68,"1112 Hazelmist Dr, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,415000.0,https://photos.zillowstatic.com/fp/b9097119264fe5edc36e0d112d0e2e83-p_e.jpg,415000,3.0,,-78.45708,35.951454,RECENTLY_SOLD,2061510376,2199,-1,3.0,2300.0,USA,USD,sqft,True
48,1682319600000,SINGLE_FAMILY,6534.0,"1716 Golden Honey Dr, Wake Forest, NC 27587",Sold 04/24/2023,RECENTLY_SOLD,467800.0,https://photos.zillowstatic.com/fp/f43d2edf4def1b9f7e169fcb6522bcac-p_e.jpg,478160,4.0,,-78.45708,35.951454,RECENTLY_SOLD,2061581607,2500,-1,3.0,2700.0,USA,USD,sqft,True
49,1682060400000,SINGLE_FAMILY,0.75,"3420 Greenville Loop Rd, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,438600.0,https://photos.zillowstatic.com/fp/5040a0c4540021e74282849f648441a1-p_e.jpg,440000,3.0,,-78.51633,35.906574,RECENTLY_SOLD,6511653,2167,-1,3.0,2200.0,USA,USD,acres,True
50,1682060400000,SINGLE_FAMILY,0.36,"1101 Federal House Ave, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,645900.0,https://photos.zillowstatic.com/fp/c78bece23f03424554d57bac596fb68e-p_e.jpg,648000,4.0,,-78.55082,35.972244,RECENTLY_SOLD,50118800,2949,-1,3.0,3506.0,USA,USD,acres,True
51,1682060400000,SINGLE_FAMILY,0.3,"8812 Murdock Cir, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,418400.0,https://photos.zillowstatic.com/fp/917024aba9f59a886767543bef60437a-p_e.jpg,390000,4.0,,-78.52929,35.916595,RECENTLY_SOLD,65340467,2592,-1,3.0,3070.0,USA,USD,acres,True
52,1682060400000,SINGLE_FAMILY,1.03,"100 Barnhill Ln, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,689900.0,https://photos.zillowstatic.com/fp/7d92fcd4c76018ec13b2396dcb50256f-p_e.jpg,690000,4.0,,-78.53501,36.018227,RECENTLY_SOLD,67549285,3032,-1,5.0,3958.0,USA,USD,acres,True
53,1682060400000,SINGLE_FAMILY,6969.6,"2316 Cedar Rock Dr, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,443500.0,https://photos.zillowstatic.com/fp/c95174210c292334f955c1fe29622886-p_e.jpg,445000,4.0,,-78.507,35.907887,RECENTLY_SOLD,248748462,2450,-1,3.0,2740.0,USA,USD,sqft,True
54,1682060400000,SINGLE_FAMILY,7405.2,"2021 Hay House Ave, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,482700.0,https://photos.zillowstatic.com/fp/c368a350c8719acdbc2ffd953dc67dee-p_e.jpg,485000,3.0,,-78.46489,35.97862,RECENTLY_SOLD,305116897,2394,-1,3.0,2451.0,USA,USD,sqft,True
55,1682060400000,SINGLE_FAMILY,1.34,"2401 Belvita Ct, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,617100.0,https://photos.zillowstatic.com/fp/03b35db56ba62da3d75e38edab01d13b-p_e.jpg,620000,4.0,,-78.56657,36.016594,RECENTLY_SOLD,305118011,2749,-1,3.0,2985.0,USA,USD,acres,True
56,1682060400000,SINGLE_FAMILY,10018.8,"916 Tryon Palace St, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,597900.0,https://photos.zillowstatic.com/fp/a952cc937664a4da695e36c4f9ff1a5e-p_e.jpg,599990,5.0,,-78.46439,35.981316,RECENTLY_SOLD,305124040,3099,-1,4.0,3168.0,USA,USD,sqft,True
57,1682060400000,SINGLE_FAMILY,0.7,"1009 Harrison Ridge Rd, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,1173500.0,https://photos.zillowstatic.com/fp/ee2fd198b1e16b915cd33ba39cf34599-p_e.jpg,1179000,4.0,,-78.607254,36.009815,RECENTLY_SOLD,331654651,5223,-1,5.0,3746.0,USA,USD,acres,True
58,1682060400000,SINGLE_FAMILY,0.7,"940 Harrison Ridge Rd, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,1318800.0,https://photos.zillowstatic.com/fp/043ab07a16ec2e7716358282f738cc55-p_e.jpg,1325000,4.0,,-78.608665,36.00788,RECENTLY_SOLD,331656656,5824,-1,5.0,4256.0,USA,USD,acres,True
59,1682060400000,SINGLE_FAMILY,9583.2,"333 Heritage Regency Dr #16, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,782300.0,https://photos.zillowstatic.com/fp/391e37fa66291df32914135f9c517cf0-p_e.jpg,799990,6.0,,-78.608665,36.00788,RECENTLY_SOLD,2058367914,3999,-1,6.0,4552.0,USA,USD,sqft,True
60,1682060400000,SINGLE_FAMILY,6926.04,"1121 Shadow Shade Dr, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,391300.0,https://photos.zillowstatic.com/fp/2f6ebcd89f8cbace28ba283382902163-p_e.jpg,395000,3.0,,-78.608665,36.00788,RECENTLY_SOLD,2058951372,1930,-1,2.0,1565.0,USA,USD,sqft,True
61,1682060400000,SINGLE_FAMILY,0.3,"1700 Golden Honey Dr, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,489500.0,https://photos.zillowstatic.com/fp/34903c415eead8d5c272cd0a5c134f8d-p_e.jpg,499750,5.0,,-78.608665,36.00788,RECENTLY_SOLD,2060400136,2800,-1,4.0,2881.0,USA,USD,acres,True
62,1682060400000,SINGLE_FAMILY,8712.0,"1753 Golden Honey Dr, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,539700.0,https://photos.zillowstatic.com/fp/310006f8c8922ec950a0db35d6b032bb-p_e.jpg,553070,5.0,,-78.608665,36.00788,RECENTLY_SOLD,2061480711,3069,-1,4.0,3166.0,USA,USD,sqft,True
63,1682060400000,SINGLE_FAMILY,7056.72,"865 Whistable Ave #53, Wake Forest, NC 27587",Sold 04/21/2023,RECENTLY_SOLD,482700.0,https://photos.zillowstatic.com/fp/933e77322cebfa5f12ac98e721cf5114-p_e.jpg,485000,3.0,,-78.608665,36.00788,RECENTLY_SOLD,2062055511,2381,-1,3.0,2516.0,USA,USD,sqft,True
64,1681974000000,SINGLE_FAMILY,0.69,"109 Cardinal Dr, Wake Forest, NC 27587",Sold 04/20/2023,RECENTLY_SOLD,814600.0,https://photos.zillowstatic.com/fp/1d3c27dfc0846c45b4fc72257ddcbfea-p_e.jpg,805000,3.0,,-78.49931,35.97411,RECENTLY_SOLD,6431534,3580,-1,3.0,2953.0,USA,USD,acres,True
65,1681974000000,SINGLE_FAMILY,4791.6,"707 Saint Catherines Dr, Wake Forest, NC 27587",Sold 04/20/2023,RECENTLY_SOLD,308700.0,https://photos.zillowstatic.com/fp/a3e0861ef4809526b9be3fb061ea8964-p_e.jpg,310000,3.0,,-78.518074,35.990955,RECENTLY_SOLD,6541474,1749,-1,2.0,1354.0,USA,USD,sqft,True
66,1681974000000,SINGLE_FAMILY,0.39,"1400 Kinnesaw St, Wake Forest, NC 27587",Sold 04/20/2023,RECENTLY_SOLD,1022500.0,https://photos.zillowstatic.com/fp/d1bd763e30ec2d817d959504b28005ed-p_e.jpg,1026000,5.0,,-78.50191,35.934505,RECENTLY_SOLD,305123786,4510,-1,5.0,3687.0,USA,USD,acres,True
67,1681974000000,SINGLE_FAMILY,5749.92,"8925 Lee Brown Ridge Dr, Wake Forest, NC 27587",Sold 04/20/2023,RECENTLY_SOLD,437800.0,https://photos.zillowstatic.com/fp/26bf47f4b9edb2b67402ad63d5b5b3dd-p_e.jpg,440000,3.0,,-78.52669,35.921303,RECENTLY_SOLD,331655976,2200,-1,3.0,2191.0,USA,USD,sqft,True
68,1681974000000,SINGLE_FAMILY,3920.4,"509 Friendship Chapel Rd #HVA-0057, Wake Forest, NC 27587",Sold 04/20/2023,RECENTLY_SOLD,390600.0,https://photos.zillowstatic.com/fp/442e555a03338245792e99a231eedd93-p_e.jpg,399900,3.0,,-78.52669,35.921303,RECENTLY_SOLD,2058457963,2050,-1,4.0,1801.0,USA,USD,sqft,True
69,1681887600000,SINGLE_FAMILY,0.25,"872 Lochmaben St, Wake Forest, NC 27587",Sold 04/19/2023,RECENTLY_SOLD,340000.0,https://photos.zillowstatic.com/fp/825aaaef563a37a20a8b0122ccda430a-p_e.jpg,350000,3.0,,-78.52282,35.991474,RECENTLY_SOLD,6498181,2072,-1,2.0,1826.0,USA,USD,acres,True
70,1681887600000,SINGLE_FAMILY,8712.0,"4112 Field Oak Dr, Wake Forest, NC 27587",Sold 04/19/2023,RECENTLY_SOLD,697800.0,https://photos.zillowstatic.com/fp/79c13c80bf667e69264d931fb35afa95-p_e.jpg,700000,5.0,,-78.48721,35.94183,RECENTLY_SOLD,113221537,3066,-1,4.0,3501.0,USA,USD,sqft,True
